tree_id,name,source_prefab_name,source_prefab_index,source_prefab_path,x,y,z,rotation_y,scale_x,scale_y,scale_z,height,radius,bbox_size_x,bbox_size_y,bbox_size_z,renderer_count,collider_count
422,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,842.7740,122.3223,552.9747,210.2868,1.0000,1.0000,1.0000,22.4601,12.7244,25.4487,22.4601,23.6943,1,1
423,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,382.2690,126.0340,268.4457,201.6340,1.0000,1.0000,1.0000,22.8586,11.5624,23.1248,22.8586,21.5224,1,1
424,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,296.2122,98.6877,537.2848,335.9268,1.0000,1.0000,1.0000,23.5764,12.1873,23.9891,23.5764,24.3746,1,1
425,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,212.1596,133.4419,44.6605,24.5745,1.0000,1.0000,1.0000,22.4601,12.5063,25.0126,22.4601,22.6020,1,1
426,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,523.1459,105.8300,877.9383,198.5035,1.0000,1.0000,1.0000,20.4645,12.8756,24.2743,20.4645,25.7513,1,1
427,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,176.0638,150.2535,36.1335,265.8816,1.0000,1.0000,1.0000,20.4645,11.1071,22.2142,20.4645,20.0474,1,1
428,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,211.2933,152.2939,680.8223,291.2708,1.0000,1.0000,1.0000,23.5764,11.9590,23.9180,23.5764,23.4837,1,1
429,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,801.1461,159.0158,57.5038,278.5949,1.0000,1.0000,1.0000,20.4645,11.7382,23.4764,20.4645,21.5117,1,1
430,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,891.1257,134.0665,145.2527,225.3692,1.0000,1.0000,1.0000,22.8586,12.1652,24.3044,22.8586,24.3304,1,1
431,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,575.2483,115.4950,364.5724,206.2027,1.0000,1.0000,1.0000,20.4645,13.4956,25.9244,20.4645,26.9911,1,1
432,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,706.6818,129.0862,942.2673,93.7968,1.0000,1.0000,1.0000,22.4601,10.6945,16.8387,22.4601,21.3889,1,1
433,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,222.1288,138.9124,922.2731,30.2220,1.0000,1.0000,1.0000,22.4601,12.7226,25.4452,22.4601,23.6832,1,1
434,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,517.9370,110.5244,849.0333,96.1610,1.0000,1.0000,1.0000,22.8586,10.1042,17.6746,22.8586,20.2084,1,1
435,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,551.6680,121.2163,609.6707,58.5377,1.0000,1.0000,1.0000,23.5764,12.6483,25.2967,23.5764,25.0440,1,1
436,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,393.0101,127.2807,859.3929,172.7795,1.0000,1.0000,1.0000,20.4645,11.5519,21.0757,20.4645,23.1038,1,1
437,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,593.4738,104.3303,523.2418,274.3372,1.0000,1.0000,1.0000,22.4601,10.7606,17.0203,22.4601,21.5213,1,1
438,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,793.9774,163.1434,66.1470,101.8967,1.0000,1.0000,1.0000,20.4645,12.1580,24.3161,20.4645,22.5080,1,1
439,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,787.9778,112.2850,351.9630,130.4649,1.0000,1.0000,1.0000,22.8586,12.2008,24.0821,22.8586,24.4015,1,1
440,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,555.4053,99.5441,144.2580,106.8416,1.0000,1.0000,1.0000,22.4601,12.0139,20.7679,22.4601,24.0277,1,1
441,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,642.8884,124.2796,554.0054,97.6608,1.0000,1.0000,1.0000,22.4601,11.1465,18.1033,22.4601,22.2929,1,1
442,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,107.3969,101.1632,577.5399,148.8240,1.0000,1.0000,1.0000,22.4601,12.7470,25.4939,22.4601,23.8434,1,1
443,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,908.6226,147.4560,862.5929,35.4320,1.0000,1.0000,1.0000,22.8586,12.1577,24.3154,22.8586,23.6438,1,1
444,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,288.0742,97.6656,487.1368,134.5052,1.0000,1.0000,1.0000,20.4645,13.9808,27.9617,20.4645,27.9331,1,1
445,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,787.9477,95.0778,677.6097,355.6800,1.0000,1.0000,1.0000,22.8586,9.8793,19.7586,22.8586,17.1250,1,1
446,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,442.7725,115.3392,380.5315,32.1602,1.0000,1.0000,1.0000,22.4601,12.7684,25.5368,22.4601,24.0018,1,1
447,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,781.5853,131.6694,204.2220,83.9089,1.0000,1.0000,1.0000,22.8586,10.0959,17.6540,22.8586,20.1917,1,1
448,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,518.9176,112.4694,514.8073,150.9338,1.0000,1.0000,1.0000,20.4645,13.6645,26.4202,20.4645,27.3290,1,1
449,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,796.8607,125.0650,231.0609,308.8960,1.0000,1.0000,1.0000,20.4645,13.9830,27.9660,20.4645,27.6140,1,1
450,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,81.5883,125.1383,474.0067,277.6929,1.0000,1.0000,1.0000,22.8586,10.2834,18.1181,22.8586,20.5669,1,1
451,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,896.3721,119.5890,208.6431,306.1955,1.0000,1.0000,1.0000,22.8586,12.1703,23.7222,22.8586,24.3406,1,1
452,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,798.1962,109.2284,934.5822,21.1530,1.0000,1.0000,1.0000,23.5764,11.9488,23.4612,23.5764,23.8976,1,1
453,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,319.5217,139.9018,117.8683,299.5325,1.0000,1.0000,1.0000,22.8586,11.9880,22.8984,22.8586,23.9759,1,1
454,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,850.2567,127.1300,539.9637,75.4573,1.0000,1.0000,1.0000,22.4601,11.8248,20.1482,22.4601,23.6496,1,1
455,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,468.0674,85.1325,783.4515,133.3758,1.0000,1.0000,1.0000,22.8586,12.1827,24.2509,22.8586,24.3654,1,1
456,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,868.1911,122.0809,483.4363,103.1433,1.0000,1.0000,1.0000,22.8586,10.8606,19.5887,22.8586,21.7212,1,1
457,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,426.6458,102.9754,672.5118,13.5476,1.0000,1.0000,1.0000,23.5764,11.1837,21.8042,23.5764,22.3674,1,1
458,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,509.2277,123.7404,423.3028,53.5945,1.0000,1.0000,1.0000,20.4645,13.9410,27.8820,20.4645,27.3872,1,1
459,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,79.4809,129.6538,89.3585,354.6766,1.0000,1.0000,1.0000,22.4601,10.8790,21.7580,22.4601,17.3478,1,1
460,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,23.0385,105.6097,287.9162,339.0672,1.0000,1.0000,1.0000,22.8586,11.5139,23.0278,22.8586,21.3801,1,1
461,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,299.2401,136.9437,691.8939,300.1331,1.0000,1.0000,1.0000,22.8586,12.0111,22.9855,22.8586,24.0222,1,1
462,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,177.6379,137.5952,366.4580,70.2791,1.0000,1.0000,1.0000,23.5764,11.8204,23.6408,23.5764,23.1799,1,1
463,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,418.4624,117.2618,253.0545,152.2700,1.0000,1.0000,1.0000,20.4645,13.5899,26.1970,20.4645,27.1798,1,1
464,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,197.0472,123.4973,398.1646,116.7008,1.0000,1.0000,1.0000,20.4645,13.5274,27.0548,20.4645,26.0154,1,1
465,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,428.9864,137.4980,432.8251,241.3684,1.0000,1.0000,1.0000,22.8586,11.9508,22.7630,22.8586,23.9016,1,1
466,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,914.8748,94.1755,690.7836,309.2746,1.0000,1.0000,1.0000,22.8586,12.1991,23.9951,22.8586,24.3982,1,1
467,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,682.0991,157.8052,780.0193,45.4293,1.0000,1.0000,1.0000,22.4601,12.7149,25.3780,22.4601,25.4297,1,1
468,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,560.4787,126.6525,627.1641,133.3621,1.0000,1.0000,1.0000,23.5764,12.9472,25.8945,23.5764,25.8636,1,1
469,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,37.7153,148.0092,972.9656,106.2532,1.0000,1.0000,1.0000,20.4645,12.6500,25.3000,20.4645,23.7078,1,1
470,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,87.4869,113.7785,281.1875,277.4326,1.0000,1.0000,1.0000,22.8586,10.2535,18.0436,22.8586,20.5070,1,1
471,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,450.1129,92.3322,782.7670,71.8039,1.0000,1.0000,1.0000,23.5764,11.6756,23.3513,23.5764,22.8646,1,1
472,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,458.2226,101.0554,253.2016,172.1572,1.0000,1.0000,1.0000,22.4601,11.1665,22.3331,22.4601,18.1609,1,1
473,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,463.2473,117.8948,377.7237,9.9581,1.0000,1.0000,1.0000,20.4645,11.9164,21.9319,20.4645,23.8327,1,1
474,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,199.4953,146.8312,65.1030,167.5020,1.0000,1.0000,1.0000,22.8586,10.7973,21.5946,22.8586,19.4236,1,1
475,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,504.4670,151.9929,625.5941,53.8575,1.0000,1.0000,1.0000,22.4601,12.8167,24.5698,22.4601,25.6334,1,1
476,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,227.0052,145.3227,95.2934,26.1261,1.0000,1.0000,1.0000,20.4645,13.4906,25.9103,20.4645,26.9812,1,1
477,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,562.7669,115.4260,291.1666,317.2374,1.0000,1.0000,1.0000,22.8586,12.1891,24.3783,22.8586,24.2205,1,1
478,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,118.0859,152.4841,115.3751,47.5085,1.0000,1.0000,1.0000,22.8586,12.1915,24.2062,22.8586,24.3830,1,1
479,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,166.9403,133.9121,341.3421,195.5611,1.0000,1.0000,1.0000,22.4601,11.9109,23.8218,22.4601,20.4268,1,1
480,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,815.4040,98.7232,773.2686,96.5759,1.0000,1.0000,1.0000,22.4601,11.0246,17.7563,22.4601,22.0492,1,1
481,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,187.8996,124.1272,166.7950,297.1423,1.0000,1.0000,1.0000,20.4645,13.5547,27.1095,20.4645,26.0943,1,1
482,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,941.2175,111.7731,530.3708,81.8872,1.0000,1.0000,1.0000,23.5764,10.5155,21.0310,23.5764,20.3831,1,1
483,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,907.7917,98.2041,771.0260,299.8845,1.0000,1.0000,1.0000,22.8586,12.0017,22.9498,22.8586,24.0034,1,1
484,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,74.4148,125.6567,295.5733,78.2886,1.0000,1.0000,1.0000,20.4645,12.1355,24.2711,20.4645,22.4541,1,1
485,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,362.5596,124.8318,509.2179,351.1805,1.0000,1.0000,1.0000,20.4645,11.7680,21.5817,20.4645,23.5360,1,1
486,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,271.0714,116.7949,370.9882,252.6430,1.0000,1.0000,1.0000,23.5764,11.5924,23.1849,23.5764,22.6841,1,1
487,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,714.7880,127.0345,293.7775,143.9727,1.0000,1.0000,1.0000,20.4645,13.9323,27.3483,20.4645,27.8646,1,1
488,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,610.0781,138.6741,830.7080,27.2536,1.0000,1.0000,1.0000,20.4645,13.5615,26.1140,20.4645,27.1230,1,1
489,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,937.7631,108.1069,516.2695,105.4460,1.0000,1.0000,1.0000,22.8586,11.0752,20.1575,22.8586,22.1504,1,1
490,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,744.4187,159.5918,496.4752,280.8329,1.0000,1.0000,1.0000,22.8586,10.6276,18.9862,22.8586,21.2553,1,1
491,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,179.9442,104.4477,449.0742,226.3410,1.0000,1.0000,1.0000,20.4645,13.9898,27.9795,20.4645,27.9020,1,1
492,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,889.1877,108.8322,230.8782,336.1862,1.0000,1.0000,1.0000,20.4645,13.3288,25.4612,20.4645,26.6576,1,1
493,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,798.5308,137.3207,563.7323,64.7401,1.0000,1.0000,1.0000,22.4601,12.5391,22.7451,22.4601,25.0782,1,1
494,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,697.3003,133.7360,636.4738,203.3826,1.0000,1.0000,1.0000,22.8586,11.6759,23.3518,22.8586,21.8633,1,1
495,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,758.4363,144.1545,135.4853,45.7943,1.0000,1.0000,1.0000,20.4645,13.9843,27.9687,20.4645,27.9228,1,1
496,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,316.3951,118.3053,537.1965,341.8424,1.0000,1.0000,1.0000,20.4645,12.8422,24.1896,20.4645,25.6844,1,1
497,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,82.6660,112.1222,756.8925,199.5104,1.0000,1.0000,1.0000,22.8586,11.4101,22.8203,22.8586,21.0815,1,1
498,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,717.0695,153.0860,181.9651,95.2375,1.0000,1.0000,1.0000,23.5764,10.1233,20.2466,23.5764,19.5563,1,1
499,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,610.5096,132.2222,276.4731,324.5511,1.0000,1.0000,1.0000,23.5764,12.8101,25.4412,23.5764,25.6203,1,1
500,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,53.8515,137.4271,202.3248,320.8014,1.0000,1.0000,1.0000,20.4645,13.9863,27.6380,20.4645,27.9726,1,1
501,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,858.4301,79.6188,644.1689,84.8806,1.0000,1.0000,1.0000,23.5764,10.1066,20.2133,23.5764,19.5212,1,1
502,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,146.8332,133.8539,930.7546,173.1767,1.0000,1.0000,1.0000,23.5764,10.3428,20.0185,23.5764,20.6856,1,1
503,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,272.5815,112.0558,56.6696,21.6997,1.0000,1.0000,1.0000,23.5764,11.9958,23.5647,23.5764,23.9917,1,1
504,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,836.1700,134.4089,431.7759,338.1279,1.0000,1.0000,1.0000,22.4601,12.3597,24.7194,22.4601,22.0062,1,1
505,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,57.3683,123.7978,520.8477,179.8356,1.0000,1.0000,1.0000,22.4601,10.2252,20.4504,22.4601,15.5800,1,1
506,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,435.2070,130.4432,819.7372,257.9499,1.0000,1.0000,1.0000,20.4645,12.1766,24.3531,20.4645,22.5525,1,1
507,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,799.3723,94.8566,654.9001,305.5439,1.0000,1.0000,1.0000,20.4645,13.9203,27.8406,20.4645,27.2967,1,1
508,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,258.3150,143.9769,695.3121,81.8187,1.0000,1.0000,1.0000,22.4601,11.2035,18.2675,22.4601,22.4071,1,1
509,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,735.6138,133.5567,40.9555,355.5753,1.0000,1.0000,1.0000,20.4645,11.1525,20.1516,20.4645,22.3049,1,1
510,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,375.5977,109.5526,677.6194,262.4341,1.0000,1.0000,1.0000,22.8586,10.2689,18.0818,22.8586,20.5377,1,1
511,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,559.4519,115.4072,249.5683,33.3813,1.0000,1.0000,1.0000,22.8586,12.1133,24.2265,22.8586,23.4128,1,1
512,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,505.2908,118.3654,714.5042,273.4610,1.0000,1.0000,1.0000,23.5764,9.8682,19.7364,23.5764,19.0206,1,1
513,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,253.4467,105.1861,607.1415,89.9407,1.0000,1.0000,1.0000,22.4601,10.2110,15.5426,22.4601,20.4220,1,1
514,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,560.0529,111.2254,864.3838,271.2326,1.0000,1.0000,1.0000,20.4645,10.6640,21.3281,20.4645,19.0381,1,1
515,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,964.0867,131.7320,62.7045,83.6454,1.0000,1.0000,1.0000,22.8586,10.1273,17.7313,22.8586,20.2545,1,1
516,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,970.8565,116.2169,412.0592,176.5989,1.0000,1.0000,1.0000,20.4645,10.9995,19.8012,20.4645,21.9991,1,1
517,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,89.0091,104.4617,823.8699,219.2929,1.0000,1.0000,1.0000,22.4601,12.8110,25.6221,22.4601,24.9352,1,1
518,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,947.1056,114.5337,407.2982,51.9997,1.0000,1.0000,1.0000,22.8586,12.1914,23.8905,22.8586,24.3829,1,1
519,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,251.9339,123.4310,644.6320,310.1741,1.0000,1.0000,1.0000,20.4645,13.9943,27.9886,20.4645,27.7101,1,1
520,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,170.6186,132.0379,338.7021,13.7856,1.0000,1.0000,1.0000,20.4645,12.3801,23.0446,20.4645,24.7603,1,1
521,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,472.0457,113.3479,342.7811,109.8482,1.0000,1.0000,1.0000,20.4645,13.0010,26.0020,20.4645,24.5950,1,1
522,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,603.5657,132.4542,814.1877,112.1082,1.0000,1.0000,1.0000,23.5764,12.0303,24.0605,23.5764,23.6407,1,1
523,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,904.0665,82.3779,702.3648,65.4128,1.0000,1.0000,1.0000,22.8586,11.7477,22.0863,22.8586,23.4955,1,1
524,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,137.2374,96.5709,225.1252,304.4192,1.0000,1.0000,1.0000,20.4645,13.8886,27.7772,20.4645,27.1693,1,1
525,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,606.3417,113.9986,49.3381,250.3895,1.0000,1.0000,1.0000,22.4601,12.2159,21.4699,22.4601,24.4317,1,1
526,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,349.1475,123.0575,406.9519,14.0529,1.0000,1.0000,1.0000,23.5764,11.2408,21.9265,23.5764,22.4816,1,1
527,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,840.9967,108.9909,588.1519,318.8124,1.0000,1.0000,1.0000,22.4601,12.7890,25.5780,22.4601,25.1187,1,1
528,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,119.2474,112.1933,668.1725,347.4254,1.0000,1.0000,1.0000,22.4601,11.6478,23.2957,22.4601,19.5918,1,1
529,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,23.3174,130.8573,112.9981,87.9985,1.0000,1.0000,1.0000,23.5764,9.6515,19.3030,23.5764,18.5669,1,1
530,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,419.6751,98.7321,325.2514,47.0959,1.0000,1.0000,1.0000,22.8586,12.1878,24.2278,22.8586,24.3755,1,1
531,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,465.5807,99.5096,260.6706,195.2741,1.0000,1.0000,1.0000,20.4645,12.5457,23.4499,20.4645,25.0914,1,1
532,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,81.3067,113.7570,685.5044,0.4056,1.0000,1.0000,1.0000,22.4601,10.2576,20.5153,22.4601,15.6656,1,1
533,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,131.0473,95.2423,499.6446,14.4962,1.0000,1.0000,1.0000,20.4645,12.4602,23.2400,20.4645,24.9204,1,1
534,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,200.0245,134.3144,974.1772,215.1048,1.0000,1.0000,1.0000,20.4645,13.9086,27.2482,20.4645,27.8171,1,1
535,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,332.3965,110.9820,450.1183,84.7449,1.0000,1.0000,1.0000,22.4601,10.8709,17.3253,22.4601,21.7418,1,1
536,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,738.8298,149.9122,590.1636,149.8977,1.0000,1.0000,1.0000,20.4645,13.7173,26.5834,20.4645,27.4345,1,1
537,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,852.1006,118.2076,902.6801,347.6231,1.0000,1.0000,1.0000,23.5764,11.0481,21.5142,23.5764,22.0961,1,1
538,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,860.1690,112.8953,805.1539,71.6551,1.0000,1.0000,1.0000,20.4645,12.8604,25.7207,20.4645,24.2356,1,1
539,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,286.4009,130.9167,645.9846,144.7913,1.0000,1.0000,1.0000,22.4601,12.8109,25.6218,22.4601,24.4471,1,1
540,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,251.2062,137.8886,206.0266,159.2139,1.0000,1.0000,1.0000,22.4601,12.2930,24.5860,22.4601,21.7529,1,1
541,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,815.2625,116.2821,200.2837,44.4318,1.0000,1.0000,1.0000,23.5764,12.9469,25.8830,23.5764,25.8937,1,1
542,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,290.5137,105.8333,940.2302,307.0637,1.0000,1.0000,1.0000,23.5764,12.8581,25.7162,23.5764,25.5672,1,1
543,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,56.2352,99.2616,580.4855,127.8871,1.0000,1.0000,1.0000,20.4645,13.9692,27.9383,20.4645,27.5284,1,1
544,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,932.7169,121.4001,23.4257,258.5554,1.0000,1.0000,1.0000,22.8586,10.6910,19.1488,22.8586,21.3820,1,1
545,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,706.9997,126.4964,269.0089,166.3573,1.0000,1.0000,1.0000,20.4645,12.3638,23.0049,20.4645,24.7276,1,1
546,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,975.8177,125.7599,210.4542,122.1718,1.0000,1.0000,1.0000,22.8586,12.0798,23.2624,22.8586,24.1595,1,1
547,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,747.9095,113.0993,653.7376,268.3122,1.0000,1.0000,1.0000,22.8586,9.5401,16.3086,22.8586,19.0802,1,1
548,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,512.6291,131.6344,589.2906,356.0445,1.0000,1.0000,1.0000,20.4645,11.0828,19.9918,20.4645,22.1656,1,1
549,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,452.7188,129.5535,596.9457,354.7112,1.0000,1.0000,1.0000,20.4645,11.2788,20.4424,20.4645,22.5576,1,1
550,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,770.5330,137.2803,604.7458,131.3801,1.0000,1.0000,1.0000,22.4601,12.7860,25.1358,22.4601,25.5719,1,1
551,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,806.6467,93.9139,713.0800,332.7397,1.0000,1.0000,1.0000,22.4601,12.6245,25.2489,22.4601,23.1442,1,1
552,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,549.0809,119.3980,844.7197,139.6322,1.0000,1.0000,1.0000,22.8586,12.2008,24.4017,22.8586,24.0754,1,1
