tree_id,name,source_prefab_name,source_prefab_index,source_prefab_path,x,y,z,rotation_y,scale_x,scale_y,scale_z,height,radius,bbox_size_x,bbox_size_y,bbox_size_z,renderer_count,collider_count
684,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,251.0034,101.8897,596.7032,134.0172,1.0000,1.0000,1.0000,22.4601,12.7300,25.3416,22.4601,25.4600,1,1
685,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,349.5066,135.0717,91.6266,141.7350,1.0000,1.0000,1.0000,23.5764,12.8871,25.6477,23.5764,25.7743,1,1
686,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,941.8518,148.4457,956.2120,316.2338,1.0000,1.0000,1.0000,23.5764,12.9476,25.8720,23.5764,25.8953,1,1
687,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,602.0610,129.4313,835.9963,45.4259,1.0000,1.0000,1.0000,22.8586,12.1661,24.3022,22.8586,24.3323,1,1
688,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,732.0787,160.2314,865.6363,69.8788,1.0000,1.0000,1.0000,22.4601,12.2500,21.5940,22.4601,24.5000,1,1
689,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,280.6440,145.3357,199.0666,9.4887,1.0000,1.0000,1.0000,22.8586,10.4841,20.9683,22.8586,18.6214,1,1
690,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,667.9113,151.8153,744.8953,234.5824,1.0000,1.0000,1.0000,22.4601,12.8125,24.4752,22.4601,25.6250,1,1
691,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,185.0430,94.4583,487.6007,43.7974,1.0000,1.0000,1.0000,20.4645,13.9885,27.9075,20.4645,27.9770,1,1
692,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,922.9934,112.0281,435.6734,153.9097,1.0000,1.0000,1.0000,23.5764,12.3336,24.3175,23.5764,24.6673,1,1
693,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,252.6008,147.2497,141.3275,94.1264,1.0000,1.0000,1.0000,22.4601,10.7349,16.9496,22.4601,21.4699,1,1
694,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,217.0827,142.0244,73.0582,161.1722,1.0000,1.0000,1.0000,22.8586,11.3579,22.7157,22.8586,20.9336,1,1
695,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,208.1832,144.7757,68.5407,80.0482,1.0000,1.0000,1.0000,23.5764,10.7525,21.5049,23.5764,20.8851,1,1
696,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,483.1112,97.9854,150.0868,228.5313,1.0000,1.0000,1.0000,22.8586,12.1981,24.1473,22.8586,24.3962,1,1
697,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,738.7144,148.0961,193.8537,166.8966,1.0000,1.0000,1.0000,22.8586,10.8567,21.7134,22.8586,19.5785,1,1
698,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,730.9816,137.1681,624.7961,124.1014,1.0000,1.0000,1.0000,23.5764,12.7624,25.5247,23.5764,25.3206,1,1
699,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,724.4917,153.6947,530.9483,258.0331,1.0000,1.0000,1.0000,22.4601,11.5904,19.4153,22.4601,23.1808,1,1
700,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,871.4880,100.6150,23.8846,117.9556,1.0000,1.0000,1.0000,20.4645,13.6030,27.2061,20.4645,26.2357,1,1
701,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,265.8955,132.7785,317.3546,284.7692,1.0000,1.0000,1.0000,22.4601,11.8443,20.2107,22.4601,23.6886,1,1
702,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,582.6374,126.7375,957.9724,266.3421,1.0000,1.0000,1.0000,20.4645,11.0382,22.0765,20.4645,19.8897,1,1
703,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,779.7811,105.5291,655.7789,22.0208,1.0000,1.0000,1.0000,22.4601,12.3685,24.7370,22.4601,22.0403,1,1
704,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,744.9598,128.0065,736.8035,157.4381,1.0000,1.0000,1.0000,22.4601,12.3997,24.7995,22.4601,22.1630,1,1
705,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,700.1356,150.1230,847.2854,338.0912,1.0000,1.0000,1.0000,22.4601,12.3619,24.7237,22.4601,22.0146,1,1
706,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,298.1239,121.2239,363.6450,127.4894,1.0000,1.0000,1.0000,22.8586,12.1867,23.8452,22.8586,24.3734,1,1
707,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,882.3815,140.8021,135.8466,44.5845,1.0000,1.0000,1.0000,22.8586,12.1660,24.3319,22.8586,24.3026,1,1
708,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,120.9320,135.2225,914.6189,200.1462,1.0000,1.0000,1.0000,22.8586,11.4574,22.9148,22.8586,21.2166,1,1
709,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,70.3133,113.2448,756.9540,237.9366,1.0000,1.0000,1.0000,23.5764,12.6767,25.3533,23.5764,25.1117,1,1
710,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,106.1014,156.9270,352.2325,310.7447,1.0000,1.0000,1.0000,20.4645,13.9971,27.9942,20.4645,27.7486,1,1
711,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,307.4974,107.8897,535.8624,121.9760,1.0000,1.0000,1.0000,20.4645,13.8013,27.6025,20.4645,26.8565,1,1
712,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,911.5932,109.7121,244.1394,149.8648,1.0000,1.0000,1.0000,20.4645,13.7189,26.5885,20.4645,27.4377,1,1
713,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,249.4717,124.5395,349.9969,253.0495,1.0000,1.0000,1.0000,22.4601,12.0223,20.7965,22.4601,24.0446,1,1
714,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,727.0878,151.9475,505.7024,14.7321,1.0000,1.0000,1.0000,22.4601,11.8411,23.6822,22.4601,20.2005,1,1
715,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,675.6252,131.6944,925.9775,74.8492,1.0000,1.0000,1.0000,23.5764,11.3618,22.7237,23.5764,22.1865,1,1
716,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,805.2661,146.4720,44.6614,87.6361,1.0000,1.0000,1.0000,20.4645,10.8410,21.6820,20.4645,19.4397,1,1
717,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,322.0317,107.8115,926.7308,174.9360,1.0000,1.0000,1.0000,22.8586,9.9714,19.9429,22.8586,17.3492,1,1
718,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,99.0165,131.2637,314.8217,225.8253,1.0000,1.0000,1.0000,22.4601,12.7258,25.3522,22.4601,25.4517,1,1
719,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,325.0601,109.5447,21.8930,67.3279,1.0000,1.0000,1.0000,23.5764,12.0768,24.1536,23.5764,23.7435,1,1
720,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,191.7032,157.7530,104.8124,105.6321,1.0000,1.0000,1.0000,22.8586,11.0918,20.2021,22.8586,22.1835,1,1
721,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,194.2823,156.9904,683.6351,331.4115,1.0000,1.0000,1.0000,22.8586,11.9490,23.8979,22.8586,22.7564,1,1
722,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,94.1563,140.3273,148.7786,341.1654,1.0000,1.0000,1.0000,20.4645,12.9072,24.3545,20.4645,25.8143,1,1
723,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,856.0729,114.2192,809.0703,202.2252,1.0000,1.0000,1.0000,23.5764,12.0400,23.6622,23.5764,24.0800,1,1
724,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,237.3582,130.0003,52.7924,286.1508,1.0000,1.0000,1.0000,22.4601,11.9591,20.5852,22.4601,23.9181,1,1
725,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,280.8315,98.2961,526.0981,245.9004,1.0000,1.0000,1.0000,23.5764,12.1893,24.3787,23.5764,23.9936,1,1
726,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,650.8098,142.6660,799.3286,192.8587,1.0000,1.0000,1.0000,20.4645,12.2728,22.7844,20.4645,24.5456,1,1
727,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,216.3726,125.0090,26.3724,355.5579,1.0000,1.0000,1.0000,23.5764,10.0103,19.3188,23.5764,20.0205,1,1
728,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,125.5424,121.1701,452.0063,171.6525,1.0000,1.0000,1.0000,23.5764,10.5463,20.4483,23.5764,21.0926,1,1
729,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,539.0370,106.4301,899.4209,217.0779,1.0000,1.0000,1.0000,22.4601,12.8191,25.6381,22.4601,24.6861,1,1
730,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,221.3044,131.9820,195.7249,264.7867,1.0000,1.0000,1.0000,23.5764,10.1199,20.2398,23.5764,19.5491,1,1
731,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,314.6577,117.8283,537.0770,35.4204,1.0000,1.0000,1.0000,22.8586,12.1575,24.3150,22.8586,23.6426,1,1
732,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,361.1010,137.2602,88.4646,246.4746,1.0000,1.0000,1.0000,22.8586,11.6847,21.8902,22.8586,23.3693,1,1
733,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,881.7791,121.0680,512.3112,249.2381,1.0000,1.0000,1.0000,22.8586,11.5018,21.3449,22.8586,23.0036,1,1
734,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,907.7722,113.7006,569.9713,128.7398,1.0000,1.0000,1.0000,20.4645,13.9811,27.9623,20.4645,27.6013,1,1
735,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,181.2402,154.5266,736.3290,31.4520,1.0000,1.0000,1.0000,23.5764,12.6478,25.0428,23.5764,25.2957,1,1
736,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,243.7822,161.8371,710.3882,202.2912,1.0000,1.0000,1.0000,22.4601,12.3842,24.7685,22.4601,22.1018,1,1
737,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,235.0142,165.2098,721.6069,145.4862,1.0000,1.0000,1.0000,23.5764,12.7777,25.3590,23.5764,25.5555,1,1
738,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,853.2323,116.1182,817.3885,34.5969,1.0000,1.0000,1.0000,20.4645,13.8940,27.1901,20.4645,27.7879,1,1
739,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,741.9859,130.1489,742.3535,237.0533,1.0000,1.0000,1.0000,22.8586,12.1018,23.3600,22.8586,24.2037,1,1
740,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,501.6242,109.2936,299.0412,220.8748,1.0000,1.0000,1.0000,20.4645,13.9976,27.7570,20.4645,27.9951,1,1
741,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,577.3691,125.0028,373.9416,300.9709,1.0000,1.0000,1.0000,22.8586,12.0412,23.1029,22.8586,24.0823,1,1
742,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,708.5029,152.1228,533.6232,273.8258,1.0000,1.0000,1.0000,23.5764,9.9214,19.8427,23.5764,19.1321,1,1
743,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,324.9626,140.9029,831.0225,220.0429,1.0000,1.0000,1.0000,22.8586,12.2008,24.4015,22.8586,24.0524,1,1
744,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,597.4050,107.0620,35.6180,127.5201,1.0000,1.0000,1.0000,22.8586,12.1870,23.8480,22.8586,24.3740,1,1
745,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,857.2693,93.2548,270.2463,125.9765,1.0000,1.0000,1.0000,22.4601,12.8159,24.5485,22.4601,25.6318,1,1
746,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,909.7321,125.0829,154.0356,153.7957,1.0000,1.0000,1.0000,23.5764,12.3415,24.3352,23.5764,24.6829,1,1
747,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,218.6945,123.4964,342.4796,242.1127,1.0000,1.0000,1.0000,22.4601,12.6481,23.2635,22.4601,25.2961,1,1
748,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,737.0961,145.7447,446.1787,134.0706,1.0000,1.0000,1.0000,22.8586,12.1738,24.2820,22.8586,24.3475,1,1
749,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,39.9756,111.8484,641.9130,42.0629,1.0000,1.0000,1.0000,22.4601,12.7741,25.5481,22.4601,25.1942,1,1
750,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,587.7436,123.8222,195.4727,105.3088,1.0000,1.0000,1.0000,23.5764,11.3789,22.7578,23.5764,22.2232,1,1
751,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,261.5280,86.5339,493.4404,168.7281,1.0000,1.0000,1.0000,23.5764,10.9158,21.2323,23.5764,21.8316,1,1
752,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,841.4684,101.4167,318.3135,60.1589,1.0000,1.0000,1.0000,22.8586,12.0000,22.9435,22.8586,24.0000,1,1
753,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,204.0825,121.4226,385.0588,301.1894,1.0000,1.0000,1.0000,23.5764,12.6350,25.2700,23.5764,25.0123,1,1
754,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,366.3991,122.2967,823.6724,118.3685,1.0000,1.0000,1.0000,22.4601,12.6651,23.3532,22.4601,25.3303,1,1
755,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,22.6361,109.9156,679.0459,102.8348,1.0000,1.0000,1.0000,20.4645,12.2700,24.5400,20.4645,22.7776,1,1
756,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,514.5759,111.7359,38.3261,163.5085,1.0000,1.0000,1.0000,22.8586,11.1668,22.3335,22.8586,20.4051,1,1
757,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,902.1714,90.1288,692.9166,26.4882,1.0000,1.0000,1.0000,23.5764,12.3607,24.3787,23.5764,24.7214,1,1
758,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,668.2997,120.6765,306.9637,276.3438,1.0000,1.0000,1.0000,22.4601,10.9980,17.6812,22.4601,21.9960,1,1
759,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,933.3553,151.7489,894.6318,77.2196,1.0000,1.0000,1.0000,22.4601,11.6670,19.6511,22.4601,23.3340,1,1
760,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,156.6830,109.1917,293.1935,229.6499,1.0000,1.0000,1.0000,22.8586,12.2008,24.0741,22.8586,24.4017,1,1
761,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,834.9427,128.1777,23.7897,128.3498,1.0000,1.0000,1.0000,22.8586,12.1941,23.9204,22.8586,24.3883,1,1
762,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,210.9024,112.4196,883.6414,20.5801,1.0000,1.0000,1.0000,23.5764,11.8983,23.3505,23.5764,23.7967,1,1
763,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,122.0440,167.2286,967.6120,121.2402,1.0000,1.0000,1.0000,22.8586,12.0503,23.1395,22.8586,24.1005,1,1
764,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,237.0071,121.4842,835.1929,131.4562,1.0000,1.0000,1.0000,22.4601,12.7847,25.1425,22.4601,25.5695,1,1
765,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,929.6630,110.8495,477.2049,349.0350,1.0000,1.0000,1.0000,20.4645,12.0436,22.2343,20.4645,24.0872,1,1
766,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,804.4708,112.5853,965.4326,208.6106,1.0000,1.0000,1.0000,22.4601,12.6734,25.3468,22.4601,23.3977,1,1
767,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,949.8629,120.1211,75.8705,355.7437,1.0000,1.0000,1.0000,22.4601,10.7508,21.5016,22.4601,16.9932,1,1
768,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,99.3456,162.9731,369.0830,61.3634,1.0000,1.0000,1.0000,20.4645,13.6413,27.2827,20.4645,26.3500,1,1
769,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,500.8031,105.0210,286.8259,228.3552,1.0000,1.0000,1.0000,20.4645,13.9987,27.9974,20.4645,27.8037,1,1
770,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,573.9968,93.7589,527.3550,237.6273,1.0000,1.0000,1.0000,22.4601,12.7726,24.0351,22.4601,25.5451,1,1
771,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,464.9090,105.8437,174.9237,67.5267,1.0000,1.0000,1.0000,22.4601,12.3947,22.1430,22.4601,24.7894,1,1
772,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,126.2231,146.9981,401.3206,17.5112,1.0000,1.0000,1.0000,22.8586,11.2525,22.5049,22.8586,20.6400,1,1
773,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,596.9860,121.9503,858.8469,51.8991,1.0000,1.0000,1.0000,22.8586,12.1923,23.8992,22.8586,24.3845,1,1
774,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,673.6790,127.2520,240.0803,116.5435,1.0000,1.0000,1.0000,23.5764,12.3644,24.7288,23.5764,24.3871,1,1
775,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,587.6815,103.2986,126.7762,111.1712,1.0000,1.0000,1.0000,20.4645,13.1174,26.2347,20.4645,24.8973,1,1
776,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,607.4440,111.1770,27.7033,337.0683,1.0000,1.0000,1.0000,20.4645,13.2614,25.2789,20.4645,26.5227,1,1
777,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,942.2548,133.1216,866.4434,93.3696,1.0000,1.0000,1.0000,23.5764,9.8548,19.7096,23.5764,18.9926,1,1
778,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,461.0573,111.3102,131.2920,217.9662,1.0000,1.0000,1.0000,20.4645,13.9704,27.5354,20.4645,27.9408,1,1
779,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,154.6268,121.9034,790.2686,315.7912,1.0000,1.0000,1.0000,20.4645,13.9843,27.9229,20.4645,27.9686,1,1
780,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,328.0382,124.6465,252.3969,325.2834,1.0000,1.0000,1.0000,23.5764,12.7851,25.3774,23.5764,25.5701,1,1
781,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,766.5243,151.3838,573.1718,75.5127,1.0000,1.0000,1.0000,23.5764,11.2892,22.5784,23.5764,22.0304,1,1
782,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,300.2326,104.1897,421.4276,203.0525,1.0000,1.0000,1.0000,23.5764,12.1075,23.8116,23.5764,24.2150,1,1
783,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,23.0757,135.8350,518.7530,87.7573,1.0000,1.0000,1.0000,20.4645,10.8222,21.6445,20.4645,19.3970,1,1
784,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,653.1917,122.7999,241.1336,352.1533,1.0000,1.0000,1.0000,22.4601,11.1670,22.3339,22.4601,18.1621,1,1
785,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,838.0589,98.1970,302.7325,91.2539,1.0000,1.0000,1.0000,22.4601,10.3703,15.9644,22.4601,20.7407,1,1
786,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,873.1360,77.0745,725.8367,26.1389,1.0000,1.0000,1.0000,20.4645,13.4914,25.9126,20.4645,26.9829,1,1
787,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,532.3262,114.0031,331.6908,322.9193,1.0000,1.0000,1.0000,23.5764,12.8585,25.5684,23.5764,25.7171,1,1
788,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,943.4362,104.2733,541.4423,42.8057,1.0000,1.0000,1.0000,23.5764,12.9457,25.8500,23.5764,25.8913,1,1
789,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,633.6005,156.4888,730.2059,18.0739,1.0000,1.0000,1.0000,22.8586,11.2982,22.5965,22.8586,20.7668,1,1
790,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,26.5898,113.4472,320.8204,313.7623,1.0000,1.0000,1.0000,20.4645,13.9888,27.9777,20.4645,27.9062,1,1
791,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,34.4090,112.7008,32.2551,202.8145,1.0000,1.0000,1.0000,20.4645,13.2522,25.2543,20.4645,26.5043,1,1
792,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,383.1004,137.8547,580.2249,87.4167,1.0000,1.0000,1.0000,22.4601,10.5424,16.4255,22.4601,21.0848,1,1
793,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,435.9908,115.6830,44.2939,10.9625,1.0000,1.0000,1.0000,23.5764,10.8780,21.1519,23.5764,21.7561,1,1
794,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,962.1205,107.3451,744.4514,16.7436,1.0000,1.0000,1.0000,22.8586,11.1883,22.3765,22.8586,20.4638,1,1
795,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,344.3247,131.2371,829.6556,143.1399,1.0000,1.0000,1.0000,20.4645,13.9506,27.4325,20.4645,27.9012,1,1
796,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,705.6076,131.2110,58.5234,135.0878,1.0000,1.0000,1.0000,23.5764,12.9452,25.8888,23.5764,25.8904,1,1
797,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,95.9739,133.6419,169.6591,84.4729,1.0000,1.0000,1.0000,20.4645,11.3132,22.6264,20.4645,20.5218,1,1
798,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,335.6922,116.3306,272.5926,132.6717,1.0000,1.0000,1.0000,22.8586,12.1900,24.2158,22.8586,24.3799,1,1
799,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,258.5327,122.2982,246.3524,171.1823,1.0000,1.0000,1.0000,22.4601,11.2720,22.5441,22.4601,18.4662,1,1
800,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,490.6172,97.2446,797.6715,349.1302,1.0000,1.0000,1.0000,20.4645,12.0317,22.2060,20.4645,24.0635,1,1
801,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,712.7748,151.3370,557.5865,200.2232,1.0000,1.0000,1.0000,22.4601,12.2567,24.5134,22.4601,21.6186,1,1
802,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,111.4362,108.7895,284.3772,28.5494,1.0000,1.0000,1.0000,23.5764,12.4913,24.6770,23.5764,24.9827,1,1
803,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,639.9999,127.9208,153.2878,308.7267,1.0000,1.0000,1.0000,23.5764,12.8968,25.7936,23.5764,25.6756,1,1
804,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,271.8225,145.1171,178.3142,330.2527,1.0000,1.0000,1.0000,22.4601,12.7091,25.4183,22.4601,23.6011,1,1
805,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,551.4345,119.7179,378.2576,143.5802,1.0000,1.0000,1.0000,22.8586,12.1736,24.3472,22.8586,23.7444,1,1
806,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,687.8776,135.3277,889.5914,303.2188,1.0000,1.0000,1.0000,22.4601,12.7873,24.1642,22.4601,25.5746,1,1
807,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,911.6326,101.4582,792.9388,41.9785,1.0000,1.0000,1.0000,23.5764,12.9410,25.8252,23.5764,25.8821,1,1
808,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,247.6844,123.5779,354.0724,245.4348,1.0000,1.0000,1.0000,22.4601,12.5059,22.6000,22.4601,25.0117,1,1
809,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,874.8625,121.0412,912.6490,174.6595,1.0000,1.0000,1.0000,20.4645,11.2863,20.4597,20.4645,22.5726,1,1
810,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,731.3188,151.7475,542.8937,19.4822,1.0000,1.0000,1.0000,20.4645,12.9676,24.5090,20.4645,25.9352,1,1
811,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,199.1858,133.6985,646.7191,241.9668,1.0000,1.0000,1.0000,20.4645,13.6075,27.2150,20.4645,26.2489,1,1
812,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,822.9681,142.8949,854.5693,295.3352,1.0000,1.0000,1.0000,22.4601,12.5426,22.7606,22.4601,25.0851,1,1
813,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,895.7392,118.1508,179.8624,335.3462,1.0000,1.0000,1.0000,20.4645,13.3901,25.6292,20.4645,26.7802,1,1
814,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,703.8613,123.3561,319.7273,301.9097,1.0000,1.0000,1.0000,23.5764,12.6696,25.3391,23.5764,25.0946,1,1
