sender_id,receiver_id,distance_m,delivery_cnt,pdr,100pct,any_del
3,87,133.708,300,1.0,True,True
3,88,597.014,273,0.91,False,True
3,89,424.392,299,0.99667,False,True
3,90,302.16,300,1.0,True,True
3,91,574.858,277,0.92333,False,True
3,92,274.351,300,1.0,True,True
3,93,434.729,296,0.98667,False,True
3,94,166.439,300,1.0,True,True
3,95,276.068,300,1.0,True,True
3,96,429.177,295,0.98333,False,True
3,97,262.907,300,1.0,True,True
3,98,164.516,300,1.0,True,True
3,99,680.728,243,0.81,False,True
4,0,291.103,300,1.0,True,True
4,1,180.324,300,1.0,True,True
4,2,506.28,293,0.97667,False,True
4,3,212.666,300,1.0,True,True
4,5,191.582,300,1.0,True,True
4,6,417.742,299,0.99667,False,True
4,7,240.793,300,1.0,True,True
4,8,274.857,300,1.0,True,True
4,9,125.697,300,1.0,True,True
4,10,251.475,300,1.0,True,True
4,11,470.61,299,0.99667,False,True
4,12,174.524,300,1.0,True,True
4,13,441.533,296,0.98667,False,True
4,14,495.104,296,0.98667,False,True
4,15,628.085,263,0.87667,False,True
4,16,812.758,203,0.67667,False,True
4,17,626.261,266,0.88667,False,True
4,18,444.393,296,0.98667,False,True
4,19,351.686,298,0.99333,False,True
4,20,583.348,282,0.94,False,True
4,21,222.121,300,1.0,True,True
4,22,417.852,296,0.98667,False,True
4,23,516.498,290,0.96667,False,True
4,24,485.781,295,0.98333,False,True
4,25,191.526,300,1.0,True,True
4,26,260.858,300,1.0,True,True
4,27,208.117,300,1.0,True,True
4,28,120.211,300,1.0,True,True
4,29,76.953,300,1.0,True,True
4,30,439.309,298,0.99333,False,True
4,31,269.546,300,1.0,True,True
4,32,545.041,281,0.93667,False,True
4,33,587.565,274,0.91333,False,True
4,34,539.521,280,0.93333,False,True
4,35,610.607,258,0.86,False,True
4,36,294.079,298,0.99333,False,True
4,37,374.43,299,0.99667,False,True
4,38,399.965,300,1.0,True,True
4,39,575.916,277,0.92333,False,True
4,40,647.444,262,0.87333,False,True
4,41,472.422,294,0.98,False,True
4,42,151.012,300,1.0,True,True
4,43,358.259,298,0.99333,False,True
4,44,386.269,300,1.0,True,True
4,45,606.857,266,0.88667,False,True
4,46,454.948,295,0.98333,False,True
4,47,491.337,293,0.97667,False,True
4,48,253.859,300,1.0,True,True
4,49,109.624,300,1.0,True,True
4,50,204.213,300,1.0,True,True
4,51,777.538,207,0.69,False,True
4,52,446.965,298,0.99333,False,True
4,53,276.602,299,0.99667,False,True
4,54,470.396,297,0.99,False,True
4,55,309.437,299,0.99667,False,True
4,56,298.812,300,1.0,True,True
4,57,230.26,300,1.0,True,True
4,58,644.694,257,0.85667,False,True
4,59,250.46,300,1.0,True,True
4,60,406.779,298,0.99333,False,True
4,61,335.519,300,1.0,True,True
4,62,192.856,300,1.0,True,True
4,63,606.748,265,0.88333,False,True
4,64,596.726,272,0.90667,False,True
4,65,262.012,300,1.0,True,True
4,66,427.26,292,0.97333,False,True
4,67,681.258,244,0.81333,False,True
4,68,641.075,264,0.88,False,True
4,69,551.777,283,0.94333,False,True
4,70,639.205,268,0.89333,False,True
4,71,287.657,300,1.0,True,True
4,72,120.94,300,1.0,True,True
4,73,279.702,300,1.0,True,True
4,74,393.703,299,0.99667,False,True
4,75,662.446,257,0.85667,False,True
4,76,538.812,285,0.95,False,True
4,77,329.836,300,1.0,True,True
4,78,440.035,294,0.98,False,True
4,79,201.159,300,1.0,True,True
4,80,485.265,297,0.99,False,True
4,81,151.003,300,1.0,True,True
4,82,443.732,294,0.98,False,True
4,83,180.912,300,1.0,True,True
4,84,596.039,269,0.89667,False,True
4,85,661.727,257,0.85667,False,True
4,86,646.736,258,0.86,False,True
4,87,337.788,298,0.99333,False,True
4,88,617.923,263,0.87667,False,True
4,89,356.317,299,0.99667,False,True
4,90,116.232,300,1.0,True,True
4,91,373.922,299,0.99667,False,True
4,92,468.833,299,0.99667,False,True
4,93,563.23,287,0.95667,False,True
4,94,316.023,300,1.0,True,True
4,95,137.252,299,0.99667,False,True
4,96,337.531,300,1.0,True,True
4,97,475.282,295,0.98333,False,True
4,98,78.416,300,1.0,True,True
4,99,760.9,218,0.72667,False,True
5,0,135.285,300,1.0,True,True
5,1,223.102,299,0.99667,False,True
5,2,441.332,295,0.98333,False,True
5,3,325.329,300,1.0,True,True
5,4,191.582,300,1.0,True,True
5,6,226.483,300,1.0,True,True
5,7,333.269,300,1.0,True,True
5,8,337.86,299,0.99667,False,True
5,9,70.851,300,1.0,True,True
5,10,151.819,300,1.0,True,True
5,11,537.81,289,0.96333,False,True
5,12,347.16,299,0.99667,False,True
5,13,281.452,299,0.99667,False,True
5,14,371.774,300,1.0,True,True
5,15,480.845,294,0.98,False,True
5,16,694.715,244,0.81333,False,True
5,17,434.802,298,0.99333,False,True
5,18,476.361,292,0.97333,False,True
5,19,354.169,299,0.99667,False,True
5,20,420.602,298,0.99333,False,True
5,21,409.756,296,0.98667,False,True
5,22,237.354,300,1.0,True,True
5,23,405.284,300,1.0,True,True
5,24,473.735,293,0.97667,False,True
5,25,317.267,300,1.0,True,True
5,26,218.338,300,1.0,True,True
5,27,110.346,300,1.0,True,True
5,28,229.332,300,1.0,True,True
5,29,225.461,300,1.0,True,True
5,30,562.935,286,0.95333,False,True
5,31,97.203,300,1.0,True,True
5,32,386.979,299,0.99667,False,True
5,33,401.579,299,0.99667,False,True
5,34,362.157,299,0.99667,False,True
5,35,525.997,286,0.95333,False,True
5,36,392.766,300,1.0,True,True
5,37,233.477,300,1.0,True,True
5,38,342.739,300,1.0,True,True
5,39,413.727,300,1.0,True,True
5,40,568.434,278,0.92667,False,True
